,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
76,,,2021/10/26 09:00,Biotech,"Mammoth, Vertex ink $650M biobucks deal for CRISPR gene editing","Mammoth, Vertex ink $650M biobucks deal for CRISPR gene editing","Vertex continues lining up CRISPR gene editing partners, this time linking arms with Mammoth Biosciences for $41 million upfront plus biobucks.",https://www.fiercebiotech.com/biotech/mammoth-sized-crispr-deal-mammoth-vertex-sign-650m-biobucks-collab-for-two-genetic-diseases
77,,,2021/10/26 07:18,Biotech,Novartis dumps Rett gene therapy caught up in Zolgensma scandal,Novartis dumps Rett gene therapy caught up in Zolgensma scandal,The action follows Novartis’ decision to gather extra data on the candidate in response to data manipulation during development of Zolgensma.,https://www.fiercebiotech.com/biotech/novartis-dumps-rett-gene-therapy-caught-up-zolgensma-scandal-cull-pipeline-prospects
78,,,2021/10/26 07:05,Biotech,"Cambrian snags $100M for 14 assets, 3-5 trials within 18 months","Cambrian snags $100M for 14 assets, 3-5 trials within 18 months",Is Cambrian the next Roivant or Atai biotech builder? Investors pumped $100 million into it for 14 assets—and to buy more—for age-related diseases.,https://www.fiercebiotech.com/biotech/cambrian-secures-100m-series-c-for-atai-roivant-like-approach-to-building-up-biotechs-14
79,,,2021/10/26 07:00,Biotech,Axcella jumps into long COVID with phase 2 of midstage NASH drug,Axcella jumps into long COVID with phase 2 of midstage NASH drug,"Millions of people experience fatigue, muscle weakness after recovering from COVID-19. Axcella will test its midstage NASH drug in these patients.",https://www.fiercebiotech.com/biotech/flagship-founded-axcella-to-test-midstage-nash-drug-for-long-covid-phase-2a-trial
80,,,2021/10/26 06:58,Biotech,Eli Lilly kick-starts speedy FDA review for Alzheimer's hopeful,Eli Lilly kick-starts speedy FDA review for Alzheimer's hopeful,The great Alzhimer’s R&D resurgence continues as Eli Lilly nabs an accelerated FDA review for its mixed bag drug donanemab.,https://www.fiercebiotech.com/biotech/eli-lilly-kickstarts-speedy-fda-review-for-alzheimer-s-hopeful-donanemab-plots-aduhelm-head
81,,,2021/10/26 16:54,MedCity,Bill aiming to streamline MA prior authorization gains House majority support,Bill aiming to streamline MA prior authorization gains House majority support,"The bill, if enacted into law, will establish an electronic prior authorization process and require Medicare Advantage plans to report on their use of prior authorization and the rate of approvals or denials to CMS. It has 227 co-sponsors in the U.S. House, indicating strong support from both Republicans and Democrats. ",https://medcitynews.com/2021/10/bill-aiming-to-streamline-ma-prior-authorization-gains-house-majority-support/
82,,,2021/10/26 16:44,MedCity,Decentralized clinical trials platform Medable now valued at $2.1B,Decentralized clinical trials platform Medable now valued at $2.1B,"Medable recently raised $304 million, its fourth funding round in the past two years. The company’s software can be used to virtually consent patients into clinical trials and run telehealth visits as part of a trial. ",https://medcitynews.com/2021/10/decentralized-clinical-trials-platform-medable-now-valued-at-2-1b/
83,,,2021/10/26 16:41,Biotech,Cortexyme will forge ahead with failed Alzheimer's drug,Cortexyme will forge ahead with failed Alzheimer's drug,"Cortexyme’s Alzheimer’s disease therapy failed to improve cognitive function in a phase 2/3 clinical trial, but the company will move it forward.",https://www.fiercebiotech.com/biotech/cortexyme-will-forge-ahead-failed-alzheimer-s-drug-just-like-everyone-else
84,,,2021/10/26 15:30,MedCity,Declining vaccine antibody levels require more dynamic immunity assessments ,Declining vaccine antibody levels require more dynamic immunity assessments ,"New semiquantitative tests offer a more granular understanding of our protective immunity, not only identifying Covid-19 antibodies but providing direct, individualized measures of neutralizing antibody levels. ",https://medcitynews.com/2021/10/declining-vaccine-antibody-levels-require-more-dynamic-immunity-assessments/
85,,,2021/10/26 14:49,MedCity,Point-of-Care-Ultrasound tech expands non-invasive imaging capabilities across diverse dettings,Point-of-Care-Ultrasound tech expands non-invasive imaging capabilities across diverse dettings,"Point-of-care ultrasound is increasingly being used in out-of-hospital emergency settings, or pre-hospital care settings. It can be used in doctor’s offices, remotely in rural areas, during global health and disaster situations, military, and battlefield assessments – even in outer space.",https://medcitynews.com/2021/10/point-of-care-ultrasound-tech-expands-non-invasive-imaging-capabilities-across-diverse-dettings/
86,,,2021/10/26 13:20,Biotech,FDA clears Trice Medical’s 25-degree disposable arthroscope,FDA clears Trice Medical’s 25-degree disposable arthroscope,The new generation of Trice’s Needlescope is equipped with a camera and light source to help guide surgeons through the interior of a patient's joint.,https://www.fiercebiotech.com/medtech/trice-medical-nabs-first-fda-clearance-for-disposable-needle-arthroscope-25-degree-view
87,,,2021/10/26 12:14,Biotech,Medable's virtual trials push gets $304M bet to edge out others,Medable's virtual trials push gets $304M bet to edge out others,It appears $200 million wasn't enough for virtual clinical trials. Medable tacked on $304 million as cohort of startups come out of the woodworks.,https://www.fiercebiotech.com/cro/medable-adds-304m-to-treasure-chest-fourth-raise-18-months-for-virtual-trials
88,,,2021/10/26 11:07,Biotech,Stroke trials don't match prevalence of disease in women: study,Stroke trials don't match prevalence of disease in women: study,"The prevalence of strokes in women is about 48%, but only about 37% of patients in clinical trials for the condition since 1990 have been women.",https://www.fiercebiotech.com/cro/stroke-trials-since-1990-have-a-10-gap-inclusion-women-versus-prevalence-group-study
89,,,2021/10/26 10:22,Biotech,"Lilly, Bayer, Merck catch classical buzz with $55M for Mozart Tx","Lilly, Bayer, Merck catch classical buzz with $55M for Mozart Tx","It's classical season: Bayer, Lilly and Merck join VC shops to back autoimmune, inflammatory biotech Mozart Therapeutics with $55M for the allegro.",https://www.fiercebiotech.com/biotech/eli-lilly-bayer-merck-join-symphony-no-55-as-mozart-launches-into-allegro-phase
90,,,2021/10/26 10:00,Biotech,BD primes Amazon rollout of smartphone COVID test,BD primes Amazon rollout of smartphone COVID test,"The year's biggest shopping days are right around the corner, and this Cyber Monday, BD is making it easier than ever to stock up on COVID-19 tests.",https://www.fiercebiotech.com/medtech/bd-primes-rollout-smartphone-based-rapid-covid-19-test-amazon-launch
91,,,2021/10/26 10:00,Biotech,MIT nanotube sensor detects COVID in 5 minutes,MIT nanotube sensor detects COVID in 5 minutes,The scientists were able to modify existing nanotube technology into a diagnostic in 10 days from the start of the NIH-funded project.,https://www.fiercebiotech.com/medtech/mit-researchers-develop-nanotube-based-sensor-can-detect-covid-within-five-minutes
92,,,2021/10/25 09:38,Biotech,HHS invests $560M to boost COVID-19 test supply,HHS invests $560M to boost COVID-19 test supply,"The U.S. government is making its third investment in less than two months, with the focus this time being on the supply chain.",https://www.fiercebiotech.com/medtech/biden-administration-infuses-more-than-560m-to-strengthen-covid-19-testing-supply-chain
93,,,2021/10/25 09:26,Biotech,Gilead's Immunomedics CMO exits to Aadi as it nears FDA decision,Gilead's Immunomedics CMO exits to Aadi as it nears FDA decision,"She got Trodelvy to the finish line and now Loretta Itri, M.D., hopes to get Aadi Bioscience's first drug to market.",https://www.fiercebiotech.com/biotech/gilead-s-immunomedics-cmo-jumps-to-aadi-as-biotech-looks-for-first-fda-approval-next-month
94,,,2021/10/25 09:05,Biotech,Juventas Cell Therapy closes a $63M funding round,Juventas Cell Therapy closes a $63M funding round,Juventas has grabbed a $63 million series C to advance its CASI Pharmaceuticals-partnered drug CNCT19.,https://www.fiercebiotech.com/biotech/juventas-cell-therapy-closes-a-63m-funding-round-as-it-eyes-a-big-push-for-blood-cancer
95,,,2021/10/25 20:55,MedCity,Joining forces can benefit both patients and pharma companies  ,Joining forces can benefit both patients and pharma companies  ,"By engaging in a dialogue, patients and pharma companies can have a mutually beneficial relationship, Health Union’s Jack Barrette said at HLTH’s patient engagement track, hosted by MedCity News. Not only can patients help mold clinical trials, but they can help companies improve their patient education efforts.",https://medcitynews.com/2021/10/joining-forces-can-benefit-both-patients-and-pharma-companies/
96,,,2021/10/25 08:40,Biotech,AstraZeneca veteran takes up CEO post at Medivir,AstraZeneca veteran takes up CEO post at Medivir,"Jens Lindberg will become the fourth person to hold the post, on an interim or permanent basis, in quick succession when he takes up the position.",https://www.fiercebiotech.com/biotech/astrazeneca-veteran-takes-up-ceo-post-at-medivir-become-fourth-person-to-hold-post-quick
97,,,2021/10/25 07:50,Biotech,EMA starts rolling review of Merck's COVID-19 antiviral,EMA starts rolling review of Merck's COVID-19 antiviral,"Merck has opened another front in its campaign to get molnupiravir to market, kicking off a process that could lead to EMA apprroval.",https://www.fiercebiotech.com/biotech/ema-starts-rolling-review-merck-s-molnupiravir-continuing-rapid-regulatory-response-to
98,,,2021/10/25 19:03,MedCity,"Click Therapeutics raises $52M, looks to advance digital therapeutics","Click Therapeutics raises $52M, looks to advance digital therapeutics","Click Therapeutics is developing digital therapeutics for depression, insomnia and other conditions. It plans to use the funds to commercialize its therapeutics, through partnerships with pharmaceutical companies including Otsuka.",https://medcitynews.com/2021/10/click-therapeutics-raises-52m-looks-to-advance-digital-therapeutics/
99,,,2021/10/25 06:30,Biotech,Cedilla adds $25M to series B to test two cancer drugs in trials,Cedilla adds $25M to series B to test two cancer drugs in trials,Cedilla Therapeutics snagged an additional $25 million to bankroll studies to get two cancer drugs into human trials next year.,https://www.fiercebiotech.com/biotech/cedilla-tops-off-series-b-additional-25m-to-test-drugs-mesothelioma-certain-breast-cancers
100,,,2021/10/25 18:24,MedCity,Is Ro taking the business-to-business route next?,Is Ro taking the business-to-business route next?,"By all accounts, Ro is a successful direct-to-consumer telehealth and pharmacy services startup. At the recently-concluded HLTH conference, Ro’s chief medical officer speculated on how it might enter the business-to-business healthcare world. ",https://medcitynews.com/2021/10/is-ro-going-the-business-to-business-route-next/
101,,,2021/10/25 17:51,MedCity,Tech is connecting health systems & workers amid growing shortages,Tech is connecting health systems & workers amid growing shortages,The worsening workforce shortages have forced health systems to get creative when it comes to recruiting staff. Technology is helping health systems reach workers directly without having to go through a traditional staffing agency. ,https://medcitynews.com/2021/10/tech-is-connecting-health-systems-workers-amid-growing-shortages/
