,Datetime,Media,Title,Desc,Link
77,2021-11-01 10:00 AM,Biotech,"LianBio inks $325M IPO for pipeline with BMS, BridgeBio, Lyra","LianBio raised $325 million in its IPO for a pipeline stacked with partners BMS, BridgeBio, Tarsus, Lyra, Landos, Nanobiotix and ReViral.","<a href=https://www.fiercebiotech.com/biotech/lianbio-snags-325m-ipo-slightly-bigger-than-multi-partnered-biotech-s-2020-series-a target=""_blank""><div>Link</div></a>"
78,2021-10-31 9:05 AM,MedCity,Why Transcarent is sending self-insured companies to Walmart’s health services,"Transcarent, which is works with companies to steer their employees toward higher-quality, lower-cost care, struck a partnership with Walmart. It will offer Walmart’s health services, including its prescription prices, to self-insured companies. ","<a href=https://medcitynews.com/2021/10/why-transcarent-is-sending-self-insured-companies-to-walmarts-health-services/ target=""_blank""><div>Link</div></a>"
79,2021-10-29 9:30 AM,Biotech,Alnylam CEO to pass baton to president by 2022—Chutes & Ladders,Alynlam CEO Maraganore to leave by 2022 as President Greenstreet steps into role. Medivir taps fourth CEO in two years. Aadi snags Immunomedics CMO.,"<a href=https://www.fiercebiotech.com/biotech/chutes-ladders-medivir-poaches-astrazeneca-veteran-to-be-fourth-ceo-past-2-years target=""_blank""><div>Link</div></a>"
80,2021-10-29 9:29 AM,Biotech,DNA Script tallies $165M to help launch its desktop DNA printer,"Using four specially prepared genetic “inks”—G, A, T and C—the strings of genetic code are assembled letter by letter.","<a href=https://www.fiercebiotech.com/medtech/dna-script-tallies-up-165m-to-help-launch-its-desktop-dna-printer target=""_blank""><div>Link</div></a>"
81,2021-10-29 8:50 AM,Biotech,Signet Therapeutics gets a $10M top-up for next-gen cancer bets,Little U.S.-China startup Signet Therapeutics has bagged a second seed round worth around $10 million as plots a path to the clinic.,"<a href=https://www.fiercebiotech.com/biotech/signet-therapeutics-gets-a-10m-top-up-for-next-gen-cancer-bets target=""_blank""><div>Link</div></a>"
82,2021-10-29 7:58 AM,MedCity,StartUPDATES: New developments for healthcare startups,"Check out news from Healthmine, Quil, SymBioSys, Anomaly, and more. ","<a href=https://medcitynews.com/2021/10/startupdates-new-developments-from-healthcare-startups-46/ target=""_blank""><div>Link</div></a>"
83,2021-10-29 7:45 AM,Biotech,Daiichi jettisons ADC after flunking early solid tumor test,"Daiichi's ADC team has hit a rare bump in the road, dumping a gastrointestinal stromal tumor candidate after seeing “no clear responses” in phase 1.","<a href=https://www.fiercebiotech.com/biotech/daiichi-jettisons-adc-after-flunking-early-solid-tumor-test target=""_blank""><div>Link</div></a>"
84,2021-10-29 7:30 AM,Biotech,Gilead taps brakes on $4.9B bet after rival's failure,"Weeks after Takeda’s rival drug flunked a pivotal trial, Gilead has delayed data from a phase 1b study designed to support accelerated approval.","<a href=https://www.fiercebiotech.com/biotech/gilead-dabs-brakes-4-9b-bet-after-rival-s-failure-pushing-blood-cancer-data-out-to-22 target=""_blank""><div>Link</div></a>"
85,2021-10-29 7:20 AM,MedCity,Clinical decision support guidance tops FDA’s agenda for 2022,"The FDA plans to publish a final guidance around clinical-decision support tools in the next year. It would be a much-anticipated update, after the FDA shared a draft guidance around the issue in 2019. ","<a href=https://medcitynews.com/2021/10/clinical-decision-support-guidance-tops-fdas-agenda-for-2022/ target=""_blank""><div>Link</div></a>"
86,2021-10-29 6:31 PM,MedCity,"If Congress adds dental coverage to Medicare, should all seniors get it?",William Stork needs a tooth out. That’s what the 71-year-old retired truck driver’s dentist told […],"<a href=https://medcitynews.com/2021/10/if-congress-adds-dental-coverage-to-medicare-should-all-seniors-get-it/ target=""_blank""><div>Link</div></a>"
87,2021-10-29 4:04 PM,MedCity,"Better Therapeutics goes public through SPAC, will put proceeds toward first digital therapeutic",The startup is developing digital therapeutics that use cognitive behavioral therapy-based programs to address cardiometabolic conditions. It began trading on Nasdaq on Friday.,"<a href=https://medcitynews.com/2021/10/better-therapeutics-goes-public-through-spac-will-put-proceeds-toward-first-digital-therapeutic/ target=""_blank""><div>Link</div></a>"
88,2021-10-29 2:46 AM,Biotech,NIH deals out $75M for health data science research in Africa,The NIH will invest $74.5 million through a new program to establish data science research centers and training across Africa.,"<a href=https://www.fiercebiotech.com/medtech/nih-deals-out-nearly-75m-for-new-program-focusing-data-science-research-and-critical-health target=""_blank""><div>Link</div></a>"
89,2021-10-29 2:00 PM,Biotech,A COVID-19 vaccine in a patch rivals shots in mice,Researchers at University of Queensland collaborated with Vaxxas to develop a COVID-19 patch that warded off the virus in mice.,"<a href=https://www.fiercebiotech.com/research/a-covid-19-vaccine-delivered-as-a-patch-shows-promise-against-virus-mice target=""_blank""><div>Link</div></a>"
90,2021-10-29 12:33 PM,MedCity,MedCity Pivot Podcast: Why Julia Hu of Lark Health is betting on a 100% conversational AI platform,Lark Health is betting on a texting platform that if 100 percent driven by conversational AI to help patients manage their chronic conditions better. ,"<a href=https://medcitynews.com/2021/10/medcity-pivot-podcast-why-julia-hu-of-lark-health-is-betting-on-a-100-conversational-ai-platform/ target=""_blank""><div>Link</div></a>"
91,2021-10-29 11:10 AM,Biotech,Magnus Medical debuts with $25M to target severe depression,The neurostimulation startup Magnus Medical is raising the curtain with $25 million in hand and an FDA breakthrough designation.,"<a href=https://www.fiercebiotech.com/medtech/magnus-medical-debuts-25m-to-target-drug-resistant-depression-personalized-therapy target=""_blank""><div>Link</div></a>"
92,2021-10-29 10:15 AM,Biotech,Spooky SPAC season and a $180M Entrada onto Wall Street,Rare diseases-focused Entrada Therapeutics becomes latest preclinical biotech to hit the Nasdaq with $181.5 million and another SPAC debuts.,"<a href=https://www.fiercebiotech.com/biotech/spactacular-spooky-season-for-arbor-rapha-s-blank-check-and-entrada-entrance-onto-wall target=""_blank""><div>Link</div></a>"
93,2021-10-28 9:55 AM,Biotech,"Pfizer, J&J sign on to streamline gene therapy development","A cadre of pharmas have signed on to a new U.S. federal government initiative to go after gene therapies for rare diseases, with $76 million in funds.","<a href=https://www.fiercebiotech.com/biotech/pfizer-j-j-among-pharmas-and-biotechs-signing-to-us-agencies-new-rare-disease-gene-therapy target=""_blank""><div>Link</div></a>"
94,2021-10-28 9:30 AM,MedCity,The IT work that Covid halted & the hurdles to jumpstarting it again,"Though the Covid-19 pandemic accelerated some aspects of health IT, it slowed others, including EHR replacements and back-office system upgrades. CIOs from some of the nation’s leading health systems shared not only the projects they put on hold, but also how they made those decisions and the challenges they faced when trying to reignite their efforts. ","<a href=https://medcitynews.com/2021/10/the-it-work-that-covid-halted-the-hurdles-to-jumpstarting-it-again/ target=""_blank""><div>Link</div></a>"
95,2021-10-28 8:15 AM,Biotech,Telecom tycoon's phase 3 pancreatic cancer bet flames out,The pivotal trial found devimistat had no effect on overall survival—and as a kicker another phase 3 in a blood cancer was stopped early for futility.,"<a href=https://www.fiercebiotech.com/biotech/telecom-tycoon-s-phase-3-pancreatic-cancer-bet-flames-out-sending-stock-to-basement target=""_blank""><div>Link</div></a>"
96,2021-10-28 8:00 AM,Biotech,Frazier raises $830M for first public life science fund,Frazier is expanding its activities. The targets? Small and mid-cap biotechs that are off the beaten path or recovering from a value-crushing setback.,"<a href=https://www.fiercebiotech.com/biotech/frazier-has-raised-830m-public-life-science-fund-here-s-how-it-plans-to-invest-cash target=""_blank""><div>Link</div></a>"
97,2021-10-28 7:00 AM,Biotech,Sanofi hit by filing delays for key drugs,"Sanofi, in its third-quarter financials posted early Thursday morning, outlined a list of delays for a number of key assets.","<a href=https://www.fiercebiotech.com/biotech/sanofi-hit-by-filing-delays-for-key-drugs-drops-early-sangamo-thalassemia-asset target=""_blank""><div>Link</div></a>"
98,2021-10-28 2:52 PM,MedCity,"Hinge Health raises $600M, plans all-out MSK effort","The startup walks people through exercises at home, and connects them to health coaches and physical therapists. It’s now valued at $6.2 billion.","<a href=https://medcitynews.com/2021/10/hinge-raises-600m-plans-all-out-msk-effort/ target=""_blank""><div>Link</div></a>"
99,2021-10-28 2:00 PM,MedCity,The role of AI in advancing neuromodulation treatment for epilepsy,"Vagus nerve stimulation devices still have a long way to go, but the therapeutic potential of the vagus nerve, the advent of AI and machine learning in healthcare and the opportunity to establish truly personalized digital medicine are enough to warrant further exploration into VNS.","<a href=https://medcitynews.com/2021/10/the-role-of-ai-in-advancing-neuromodulation-treatment-for-epilepsy/ target=""_blank""><div>Link</div></a>"
100,2021-10-28 12:59 PM,Biotech,Science 37 taps 2 CROs in Japan for virtual trials expansion,From Los Angeles to Tokyo: Science 37 expands its work in virtual clinical trials by teaming up with two CROs in Japan to boost access to studies.,"<a href=https://www.fiercebiotech.com/cro/science-37-partners-two-cros-japan-as-part-decentralized-trials-push target=""_blank""><div>Link</div></a>"
101,2021-10-28 12:23 PM,Biotech,"FDA adds new restrictions, warning labels for breast implants","The agency curbed the sale of breast implants from Allergan, Johnson & Johnson's Mentor division, Sientra and Ideal Implant.","<a href=https://www.fiercebiotech.com/medtech/fda-adds-new-restrictions-warning-labels-for-breast-implants-following-reports-cancer-cases target=""_blank""><div>Link</div></a>"
102,2021-10-28 10:30 AM,Biotech,"Checkmate CEO exits one-asset biotech, board member fills post",Checkmate CEO Barry Labinger departs without explanation as board member Alan Fuhrman takes interim post while cancer biotech searches for new leader.,"<a href=https://www.fiercebiotech.com/biotech/checkmate-begins-search-for-new-ceo-as-board-member-biotech-cfo-veteran-alan-fuhrman-takes target=""_blank""><div>Link</div></a>"
103,2021-10-28 10:13 AM,Biotech,"FDA outlines best AI practices alongside Canada, UK",The 10 principles underline what the agencies describe as “Good Machine Learning Practice” in the same vein as other industry quality standards.,"<a href=https://www.fiercebiotech.com/medtech/healthcare-ai-ml-artificial-intelligence-machine-learning-fda-uk-mhra-health-canada target=""_blank""><div>Link</div></a>"
104,2021-10-27 9:52 AM,MedCity,BioT webinar will explore personalized approach to connected care,The webinar on November 18th at 1pm ETwill address considerations around building a personalized connected care solution and how you can achieve it in a very short timeframe. ,"<a href=https://medcitynews.com/2021/10/biot-webinar-will-explore-personalized-approach-to-connected-care/ target=""_blank""><div>Link</div></a>"
105,2021-10-27 9:52 AM,Biotech,Potential pain remedy emerges from 'junkyard of cancer drugs',"An old cancer drug called kenpaullone enhances the expression of the gene KCC2, which is essential for silencing pain signals, a new study found.","<a href=https://www.fiercebiotech.com/research/duke-and-uc-scientists-find-a-potential-remedy-for-chronic-pain-from-a-junkyard-cancer target=""_blank""><div>Link</div></a>"
106,2021-10-27 9:28 AM,Biotech,One Drop launches Bayer-boosted heart disease prevention program,The digital diabetes maven One Drop is taking new steps into the broader healthcare world with the pharma giant Bayer walking alongside.,"<a href=https://www.fiercebiotech.com/medtech/one-drop-launches-bayer-boosted-ai-program-for-preventing-heart-disease target=""_blank""><div>Link</div></a>"
107,2021-10-27 9:10 AM,Biotech,"GSK, after pushing past fail, ends work on otilimab in COVID-19",GSK is stopping development of otilimab in COVID-19 in response to the failure of the drug in phase 2 and progress of its anti-SARS-CoV-2 antibody.,"<a href=https://www.fiercebiotech.com/biotech/gsk-after-pushing-past-midphase-fail-ends-development-otilimab-covid-19 target=""_blank""><div>Link</div></a>"
